Date,0
2021-03-31,
2021-04-30,
2021-05-31,
2021-06-30,
2021-08-31,
2021-09-30,
2021-11-30,
2021-12-31,
2022-01-31,
2022-02-28,
2022-03-31,
2022-05-31,-0.770328266746905
2022-06-30,-0.40489960305095596
2022-08-31,-0.7046193533904892
2022-09-30,-0.8296947179702817
2022-10-31,-1.4336761004569425
2022-11-30,-1.8121639140025128
2023-01-31,-0.7818141208938882
2023-02-28,-0.507830415927733
2023-03-31,-0.21031288321673594
2023-05-31,0.8208189874829482
2023-06-30,1.2515936611879535
2023-07-31,1.0391850445166921
2023-08-31,0.7365640997825235
2023-10-31,0.5826579452697501
2023-11-30,1.1254788062671923
2024-01-31,1.5199412495460203
2024-02-29,2.4591307062824104
2024-04-30,1.551381384084462
2024-05-31,1.412485128830933
2024-07-31,1.125284138381525
2024-09-30,0.8855743462840814
2024-10-31,0.37021229326758603
2024-12-31,0.1900496289417407
2025-01-31,0.44841149798179786
2025-02-28,1.0932557971553913
2025-03-31,0.9786235028056954
2025-04-30,0.8499443301612944
2025-06-30,0.6397102250909843
2025-07-31,-0.14901004804481785
2025-09-30,-0.1982328894128246
2025-10-31,-0.35336298569491553
2025-12-31,-0.05433922819607889
